Function_Name						 Start_time 	 End_time 		 Total_time 	No._of_Iterations 	Average_Latency		TPS_operations/second
benchmarkTypeAnyJSONCasting	86365512350011	86365514762491	86365514762491			33			73105.45454545454 ns	13678.869876641464
printlnAnyVal	86365523692964	86365528317193	86365528317193			33			140128.15151515152 ns	7136.324779763286
printAnyVal	86365539343017	86365549049343	86365549049343			33			294131.0909090909 ns	3399.8445961942757
benchmarkIntAddition	86365551141371	86365551343106	86365551343106			33			6113.181818181818 ns	163580.93538553052
benchmarkIntSubtraction	86365558258660	86365558561085	86365558561085			33			9164.39393939394 ns	109117.96313135487
benchmarkIntMultiplication	86365569579873	86365569708167	86365569708167			33			3887.6969696969695 ns	257221.69392177343
benchmarkIntDivision	86365589084017	86365589309532	86365589309532			33			6833.787878787879 ns	146331.7295967009
benchmarkIntTypesAddition	86365591505025	86365591718063	86365591718063			33			6455.69696969697 ns	154901.94237647744
benchmarkFloatAddition	86365594958837	86365595118478	86365595118478			33			4837.606060606061 ns	206713.8141204327
